startup_name,sector,city,investors,funding_stage,amount_usd,year
Letstransport,Other,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed,1300000.0,2015
Zo Rooms,Other,Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000.0,2015
Doormint,Other,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000.0,2015
Nightstay,Other,Delhi NCR,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed,500000.0,2015
Zocalo,Other,Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed,,2015
Sunday Realty Solutions,Other,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed,785000.0,2015
Klozee,Other,Bangalore,Tracxn Labs,Seed,,2015
Appvigil,Other,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed,500000.0,2015
Practo,Other,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000.0,2015
Loudshout,Other,Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed,,2015
Wetravelsolo,Other,Delhi,"CCube Angels, Frontline Strategy",Seed,,2015
Ketto,Other,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed,700000.0,2015
Ezetap,Other,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000.0,2015
Ndtv Ecommerce Venture,Other,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,,2015
Carl\\Xe2\\X80\\X99S Jr,Other,Gurgaon,YouWeCan Ventures,Seed,630000.0,2015
Easyrewardz,Other,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000.0,2015
Gibss,Other,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,,2015
Storemore.In,Other,Delhi NCR,Bedrock Ventures,Seed,,2015
Iorderfresh,Other,Delhi,Best Foodworks,Seed,,2015
Mytaxiindia,Other,Gurgaon,"Nihon Kotsu,",Private Equity,500000.0,2015
Esadar,Other,Delhi,"Neha Vats, Gaurav Vats",Seed,80000.0,2015
Actionable Analytics,Other,Other City,"B M Gupta, Vinod Singhal",Seed,,2015
Mypoolin,Other,Delhi,QPrize from Qualcomm Ventures,Seed,250000.0,2015
Nearbuy (Previously\\Xc2\\Xa0 Groupon India),Other,Delhi,Sequoia Capital,Private Equity,16000000.0,2015
Inkmonk,Other,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed,250000.0,2015
Tonetag,Other,Bangalore,Reliance Capital Venture,Private Equity,1000000.0,2015
Grey Orange,Other,Gurgaon,Tiger Global Management,Private Equity,30000000.0,2015
Livspace,Other,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000.0,2015
Wow! Momo,Other,Kolkata,Indian Angel Network,Seed,1600000.0,2015
Raincan,Other,Pune,Ajeet Khurana & Others,Seed,100000.0,2015
Allygrow Technologies,Other,Mumbai,Zodius Technology Fund,Private Equity,20000000.0,2015
Infogain,Other,Other City,ChrysCapital,Private Equity,63000000.0,2015
Oneassist,Other,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000.0,2015
Bigbasket,Other,Bangalore,Bessemer Venture Partners,Private Equity,50000000.0,2015
Sheroes,Other,Delhi NCR,"Quintillion Media, 500 Startups",Seed,770000.0,2015
Scripbox,Other,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000.0,2015
Etaout,Other,Delhi NCR,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed,500000.0,2015
Ifmr Holdings,Other,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000.0,2015
Massblurb,Other,Mumbai,"LetsVenture, Mumbai Angels",Seed,,2015
Agrostar,Other,Pune,IDG Ventures,Private Equity,4000000.0,2015
Voxweb,Other,Mumbai,Jitendra Gupta & others,Seed,100000.0,2015
Trukky,Other,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed,245000.0,2015
Vanitycube,Other,Delhi,Group of angel investors,Seed,,2015
Edu4Share,Other,Delhi,Nalin Jain & other angel investors,Seed,220000.0,2015
Yourstory,Other,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed,,2015
Sampurnearth,Other,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed,160000.0,2015
Orobind,Other,Bangalore,Existing & New Investors,Private Equity,,2015
Fixy,Other,Mumbai,VentureNursery,Seed,,2015
Msm Box,Other,Delhi,Rohit Goel,Seed,,2015
Shadowfax,Other,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed,310000.0,2015
Gadgets 360,Other,Delhi,One97 Communications,Private Equity,,2015
Roposo,Other,Gurgaon,Tiger Global,Private Equity,15000000.0,2015
Intelligencenode,Other,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000.0,2015
Hyperverge,Other,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed,1000000.0,2015
Twyst,Other,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed,,2015
Idfy,Other,Mumbai,"NEA, Blume Ventures & others",Private Equity,,2015
Zoojoo.Be,Other,Bangalore,RoundGlass Partners,Private Equity,1000000.0,2015
Fashionove,Other,Kolkata,Umesh Yadav,Seed,,2015
Timesaverz,Other,Mumbai,Unilazer Ventures,Private Equity,2400000.0,2015
Mebelkart,Other,Bangalore,AskMe,Private Equity,20000000.0,2015
Labsadvisor,Other,Delhi,Group of Angel Investors,Seed,156000.0,2015
Flatpebble,Other,Hyderabad,Indian Angel Network,Seed,600000.0,2015
Bluegape.Com,Other,Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed,600000.0,2015
Epoise,Other,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed,500000.0,2015
Jolly Food Fellow,Other,Ahmedabad,The 1947,Seed,300000.0,2015
Bookmein,Other,Mumbai,Ajmera Group of Companies,Seed,400000.0,2015
Izofy,Other,Kolkata,Prime Capital Markets Ltd,Seed,,2015
Rbus,Other,Mumbai,"India Quotient, Anupam Mittal & others",Seed,,2015
Qyk App,Other,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000.0,2015
Eazydiner,Other,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3000000.0,2015
Revx,Other,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000.0,2015
Icustommadeit,Other,Pune,Group of Angel Investors,Seed,250000.0,2015
Pickmylaundry,Other,Delhi,GHV Accelerator,Seed,100000.0,2015
Belita,Other,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed,400000.0,2015
Ezysolare,Other,Ahmedabad,Infuse Ventures,Seed,,2015
Foodtalkindia,Other,Gurgaon,Undisclosed Investor,Seed,500000.0,2015
Instasafe,Other,Bangalore,Group of Investors,Seed,,2015
Eazy Coach,Other,Kolkata,Ravi Agarwal,Seed,,2015
Djubo.Com,Other,Delhi,Ibibo Group,Private Equity,,2015
Betterbutter.In,Other,Delhi,"Growx Ventures, Manish Singhal",Seed,,2015
Vyomo,Other,Bangalore,Rocket Internet,Private Equity,2000000.0,2015
Rollmafia,Other,Pune,Equentia Natural Resources,Seed,160000.0,2015
Iamwire,Other,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed,,2015
Dropkaffe,Other,Bangalore,"Manish Singhal, P39 Capital & Others",Seed,300000.0,2015
Reverie,Other,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000.0,2015
Infinite Analytics,Other,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,,2015
Parcelled,Other,Bangalore,"Delhivery, Tracxn Labs",Seed,,2015
Retigence Technologies,Other,Mumbai,Omnivore Partners,Private Equity,,2015
Cloudcherry Analytics,Other,Chennai,"The Chennai Angels, IDG Ventures India",Seed,1000000.0,2015
Idreamcareer,Other,Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed,,2015
Ola Cabs,Other,Bangalore,Ratan Tata,Private Equity,,2015
Nxtgen,Other,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,13500000.0,2015
Bankbazaar,Other,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000.0,2015
Gozoomo,Other,Bangalore,SAIF Partners,Private Equity,5000000.0,2015
Zenatix,Other,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed,161000.0,2015
Culturealley,Other,Jaipur,Tiger Global,Private Equity,6500000.0,2015
Goqii,Other,Mumbai,Vijay Shekhar Sharma,Private Equity,,2015
Gingercrush,Other,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed,1000000.0,2015
Elanic,Other,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed,,2015
Stitchwood,Other,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed,395000.0,2015
Urban Tailor,Other,Bangalore,Group of angel investors,Seed,,2015
Confirmttkt,Other,Bangalore,Pravin Agarwala & others,Seed,,2015
Paper Boat,Other,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,30000000.0,2015
Getnow,Other,Nagpur,Atulya Mittal,Seed,,2015
Wudstay,Other,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000.0,2015
Liases Foras,Other,Delhi,DMG information Asia Pacific,Private Equity,5000000.0,2015
Eatlo,Other,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed,,2015
Indialends,Other,Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,,2015
Quinto,Other,Pune,Jaydeep Barman,Seed,,2015
Saavn,Other,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000.0,2015
Flytxt,Other,Other City,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000.0,2015
Axtria,Other,Other City,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000.0,2015
33Coupons,Other,Other City,Not Disclosed,Seed,20000.0,2015
Ampere,Other,Coimbatore,Ratan Tata,Seed,,2015
Hopping Chef,Other,Mumbai,Mirah Hospitality,Seed,470000.0,2015
Collectabillia,Other,Bangalore,Accel Partners,Private Equity,7500000.0,2015
Lendingkart,Other,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000.0,2015
Lybrate,Other,Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000.0,2015
Zoomcar,Other,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000.0,2015
\\Xc2\\Xa0News In Shorts,Other,Other City,\\xc2\\xa0Tiger Global,Private Equity,2020000000.0,2015
\\Xc2\\Xa0Bluestone,Other,Other City,"\\xc2\\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,2016200000.0,2015
\\Xc2\\Xa0Shopsity,Other,Other City,"\\xc2\\xa0 Sandeep Aggarwal, Teruhide Sato",Seed,20.0,2015
\\Xc2\\Xa0Notesgen,Other,Other City,"\\xc2\\xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed,20.0,2015
\\Xc2\\Xa0Footprints Education,Other,Other City,"\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain",Seed,20685000.0,2015
\\Xc2\\Xa0Loylty Rewards,Other,Other City,\\xc2\\xa0IndianIdeas.com,Private Equity,2019350000.0,2015
\\Xc2\\Xa0Ameyo,Other,Other City,\\xc2\\xa0Forum Synergies PE Fund,Private Equity,205000000.0,2015
\\Xc2\\Xa0Mamagoto,Other,Other City,\\xc2\\xa0Goldman Sachs,Private Equity,2010000000.0,2015
\\Xc2\\Xa0Satvacart,Other,Other City,\\xc2\\xa0Palaash Ventures,Seed,20.0,2015
Mysmartprice,Other,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000.0,2015
Zenify,Other,Bangalore,Atul Jalan,Seed,20.0,2015
Boxmyspace,Other,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed,300000.0,2015
Hackerrank,Other,Bangalore,HR Technology fund,Private Equity,7500000.0,2015
Wickedride,Other,Bangalore,Undisclosed,Seed,790000.0,2015
Wowexpress,Other,Mumbai,Tamarind Family Private Trust,Seed,500000.0,2015
Oyo Rooms,Other,Gurgaon,"Softbank, Sequoia Capital",Private Equity,100000000.0,2015
Mobikon,Other,Pune,Jungle Ventures,Private Equity,2300000.0,2015
Instalively.Com,Other,Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed,,2015
Roadrunnr,Other,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000.0,2015
Quikwallet,Other,Mumbai,Snow Leopard Technology Ventures,Private Equity,1600000.0,2015
Omnikart,Other,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed,100000.0,2015
Zo Rooms,Other,Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000.0,2015
Innoviti,Other,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000.0,2015
Zenradius,Other,Bangalore,"Tracxn Labs, Deepak Singh",Seed,,2015
Joy By Nature,Other,Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000.0,2015
Iqlect,Other,Bangalore,Exfinity Venture Partners,Private Equity,2000000.0,2015
Degustibus,Other,Mumbai,India Value Fund Advisors,Private Equity,30000000.0,2015
Nestaway,Other,Bangalore,"Flipkart, Tiger Global",Private Equity,12750000.0,2015
Mswipe,Other,,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000.0,2015
Myonsto,Other,Ahmedabad,Jayant Bokadia,Seed,320000.0,2015
Icrushiflush,Other,Mumbai,IDG Ventures India,Seed,,2015
Medgenome,Other,Bangalore,Sequoia Capital,Private Equity,20000000.0,2015
Holidayiq,Other,Bangalore,MakeMyTrip,Private Equity,15000000.0,2015
Fitternity,Other,Mumbai,Exfinity Venture Partners,Private Equity,1000000.0,2015
Quikr,Other,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000.0,2015
Broex,Other,Gurgaon,Lightspeed India,Private Equity,1000000.0,2015
Shopatplaces,Other,Delhi,Indian Angel Network,Seed,,2015
Managemyspa,Other,Hyderabad,Accel Partners,Private Equity,6000000.0,2015
Townrush,Other,Bangalore,Lightspeed Venture Partners,Seed,,2015
Locus,Other,Bangalore,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed,,2015
Bevy,Other,Bangalore,Varun Agarwal & Others,Seed,,2015
Pepperfry,Other,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000.0,2015
Flipkart.Com,Other,Bangalore,Steadview Capital and existing investors,Private Equity,700000000.0,2015
Opinio,Other,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed,1300000.0,2015
Zoctr,Other,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed,1000000.0,2015
Zimmber,Other,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,2000000.0,2015
Truehb,Other,Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed,2400000.0,2015
Zovi.Com / Little App,Other,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,50000000.0,2015
Swajal,Other,Gurgaon,Abhishek Gupta,Private Equity,1200000.0,2015
Pipa Bella,Other,Mumbai,LionRock Capital,Private Equity,600000.0,2015
Pragmatix,Other,Mumbai,SIDBI Venture Capital Ltd,Private Equity,2400000.0,2015
Droom.In,Other,Delhi,"Lightbox Ventures, Beenos",Private Equity,16000000.0,2015
Madrat Games,Other,Bangalore,"Kunal Bahl, Rohit Bansal",Seed,168000.0,2015
Noodle Play,Other,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed,168000.0,2015
Wassup,Other,Chennai,B S Nagesh,Private Equity,,2015
Cartisan,Other,Bangalore,"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna",Seed,,2015
Lazylad,Other,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000.0,2015
Tripfactory,Other,Bangalore,"Aarin Capital Partners,",Private Equity,,2015
Prothom,Other,Pune,Oliphabs Capital,Private Equity,2000000.0,2015
Bona Vita,Other,Gurgaon,MakeMyTrip,Private Equity,5000000.0,2015
Vyomo,Other,Delhi,Aprameya Radhakrishna,Seed,,2015
Veeba Foods,Other,Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,6000000.0,2015
Truebil,Other,Mumbai,"Kae Capital, Anupam Mittal",Seed,500000.0,2015
Meritnation,Other,Delhi,InfoEdge,Private Equity,4000000.0,2015
Eattreatonline,Other,Delhi,Group of 15 Angel Investors,Seed,350000.0,2015
Credr,Other,Mumbai,GrowthStory,Seed,,2015
Glamrs,Other,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000.0,2015
Proviera,Other,Chennai,Infuse Ventures,Private Equity,550000.0,2015
Arth Designbuild,Other,Hyderabad,Srinivas Tirupati,Seed,500000.0,2015
Saama,Other,Other City,Carrick Capital Partners,Private Equity,35000000.0,2015
Allizhealth,Other,Pune,Mumbai Angels & Other angel investors,Seed,350000.0,2015
Karma Healthcare,Other,Other City,Ennovent Impact Investment Holding,Private Equity,,2015
Entropy Innovations,Other,Mumbai,Mark Mobius & 9 Other Angel investors,Seed,,2015
Propstack,Other,Mumbai,DMG Information,Private Equity,3000000.0,2015
Mytaxiindia,Other,Delhi,Green House Ventures,Seed,100000.0,2015
Arkin Net,Other,Other City,Nexus Venture Partners,Private Equity,15000000.0,2015
Little Black Book Delhi,Other,Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed,150000.0,2015
Mypoolin,Other,Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed,,2015
Icustomadeit,Other,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed,250000.0,2015
Kaaryah,Other,Gurgaon,Ratan Tata,Seed,,2015
Ecom Express,Other,Delhi,Warburg Pincus,Private Equity,137000000.0,2015
Vidooly,Other,Delhi NCR,Bessemer Venture Partners,Private Equity,1000000.0,2015
Zopper,Other,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,20000000.0,2015
Flipkart,Other,Bangalore,Morgan Stanley,Private Equity,50000000.0,2015
Kwatt Solutions,Other,Mumbai,,Seed,500000.0,2015
Medwell Ventures,Other,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,10000000.0,2015
Jugnoo,Other,Chandigarh,"Snow Leopard, Paytm",Private Equity,5000000.0,2015
Postergully,Other,Delhi,"Natarajan Iyer,Rajesh Sawhney,\\xc2\\xa0 & other Angel investors.",Seed,,2015
Applied Solar Technologies,Other,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,40000000.0,2015
Clovia,Other,Delhi,IvyCap Ventures,Private Equity,5000000.0,2015
Swiggy,Other,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,16500000.0,2015
Paymango,Other,Gurgaon,Group of Angel Investors,Seed,234000.0,2015
Printland,Other,Delhi,SIDBI Venture Capital Ltd,Private Equity,,2015
Teritree,Other,Bangalore,KCL,Seed,140000.0,2015
Guiddoo,Other,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed,,2015
Voonik,Other,Bangalore,"Sequoia Capital, Seedfund",Private Equity,5000000.0,2015
Adstringo,Other,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed,350000.0,2015
Faircent.Com,Other,Gurgaon,M&S Partners Pte. Ltd,Seed,250000.0,2015
La Renon,Other,Ahmedabad,Sequoia Capital,Private Equity,16000000.0,2015
Homelane,Other,Bangalore,Sequoia Capital,Private Equity,50000000.0,2015
Istar,Other,Bangalore,Unitus Seed Fund,Private Equity,,2015
Shippr,Other,Bangalore,i2india Pvt Ltd,Seed,500000.0,2015
Foodabhi,Other,Mumbai,Group of angel investors,Seed,,2015
Karma Recycling,Other,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,,2015
Couponraja,Other,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed,500000.0,2015
Babychakra,Other,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed,,2015
Jiffstore,Other,Bangalore,"Unitus Seed Fund, Times Internet",Seed,,2015
Mydentist,Other,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,8200000.0,2015
Moovo,Other,Delhi,YouWeCan Ventures,Seed,,2015
Fracktal Works,Other,Bangalore,Neoteric Infomatique Limited,Private Equity,3000000.0,2015
Hansa Customer Equity,Other,Mumbai,ASK Pravi,Private Equity,5000000.0,2015
Healthifyme,Other,Bangalore,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Private Equity,,2015
Cakart.In,Other,Bangalore,Sunil Maheshwari & group of investors,Seed,,2015
Housejoy,Other,Bangalore,Matrix Partners,Private Equity,4000000.0,2015
Fundsindia.Com,Other,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,11000000.0,2015
Cupick,Other,Bangalore,Group of Angel Investors from US/India,Seed,120000.0,2015
Tracxn,Other,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,10000000.0,2015
Holachef,Other,Mumbai,"Kalaari Capital, India Quotient",Private Equity,3100000.0,2015
Elong,Other,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,5000000.0,2015
Ixigo,Other,Gurgaon,Micromax Informatics,Private Equity,,2015
Skillangels,Other,Chennai,Sprout Angels LLP,Seed,,2015
Vidgyor,Other,Bangalore,AngelPrime,Seed,500000.0,2015
Banihal,Other,Other City,Dr David Cheriton,Seed,,2015
Goodservice,Other,Delhi,Sequoia Capital,Private Equity,1600000.0,2015
Treebo,Other,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,6000000.0,2015
Edukart,Other,Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,1000000.0,2015
Healthians.Com,Other,Hyderabad,YouWeCan Ventures,Seed,,2015
Labinapp,Other,Bangalore,Unitus Seed Fund,Seed,,2015
Syona Cosmetics,Other,Chennai,Chennai Angels,Seed,,2015
Sigrid Education,Other,Delhi NCR,Oliphans Capital,Seed,,2015
Indix,Other,,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,15000000.0,2015
The Porter,Other,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,5500000.0,2015
Retention.Ai,Other,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed,500000.0,2015
Fusion Microfinance,Other,Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,8600000.0,2015
Zinka,Other,Bangalore,"Accel Partners, Flipkart",Private Equity,6000000.0,2015
Creditmantri,Other,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,2500000.0,2015
Getmypeon,Other,Mumbai,Undisclosed investors,Seed,250000.0,2015
Urbanclap,Other,Delhi,"SAIF Partners,\\xc2\\xa0 Accel Partners",Private Equity,10000000.0,2015
Adwyze,Other,Bangalore,Mape Advisory,Seed,1000000.0,2015
Zimmber,Other,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed,400000.0,2015
Buttercups,Other,Bangalore,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",Seed,,2015
Railyatri,Other,Bangalore,"Helion Ventures, Omidiyar Network, Blume Ventures and Ujama",Private Equity,,2015
Aagaar.Com,Other,Gurgaon,Group of Investors,Seed,,2015
Flatchat,Other,Bangalore,Commonfloor,Private Equity,2500000.0,2015
Mycfo,Other,Mumbai,Sameer Koticha,Private Equity,1500000.0,2015
Foodpanda,Other,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,100000000.0,2015
Termsheet,Other,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed,100000.0,2015
Applicate,Other,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed,550000.0,2015
World Art Community,Other,Gurgaon,Viraj Tyagi & others,Seed,200000.0,2015
Spoonjoy,Other,Bangalore,SAIF Partners,Seed,1000000.0,2015
Seed Schools,Other,Hyderabad,Acumen Fund,Seed,650000.0,2015
Ignis Careers,Other,Hyderabad,Acumen Fund,Seed,250000.0,2015
Square Yards,Other,Gurgaon,Undisclosed Investors,Private Equity,6000000.0,2015
Fintellix,Other,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,15000000.0,2015
Customer360,Other,Mumbai,Vishwas Patel,Seed,,2015
Delhivery,Other,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,85000000.0,2015
Swiggy,Other,Bangalore,Norwest Venture Partners,Private Equity,15000000.0,2015
Uniphore,Other,Chennai,"IDG Ventures, Kris Gopalakrishnan",Private Equity,,2015
Box8,Other,Mumbai,Mayfield Ventures,Private Equity,3500000.0,2015
Toppr,Other,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,10000000.0,2015
Vedantu,Other,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,5000000.0,2015
Buyhatke,Other,Bangalore,"S.Gopalakrishnan, Beenos",Seed,1000000.0,2015
Kleverkid,Other,Delhi,Aarin Capital Partners,Seed,,2015
Uniken,Other,Pune,Exfinity Ventures,Private Equity,2000000.0,2015
Grandopinion,Other,Delhi,Florida based Angel investor,Seed,150000.0,2015
Zapstitch,Other,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,2000000.0,2015
Wassup,Other,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,2000000.0,2015
Workhorse,Other,Mumbai,Undisclosed Investors,Seed,,2015
Innovaccer,Other,Delhi NCR,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed,,2015
Mycuteoffice,Other,Mumbai,Lead Angels,Seed,,2015
Indianroots.Com,Other,Gurgaon,KJS Group,Private Equity,5000000.0,2015
Redpolka,Other,Mumbai,Undisclosed Investors,Seed,250000.0,2015
